id_bioguide,term_number,term_id,term_type,term_start,term_end,state,district,class,party,how,url,address,phone,fax,contact_form,office,state_rank,rss_url,caucus
E000212,9,E000212-9,rep,1917-04-02,1919-03-03,WI,7,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000212,10,E000212-10,rep,1919-05-19,1921-03-03,WI,7,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000213,0,E000213-0,rep,1967-01-10,1969-01-03,MI,2,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000213,1,E000213-1,rep,1969-01-03,1971-01-03,MI,2,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000213,2,E000213-2,rep,1971-01-21,1973-01-03,MI,2,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000213,3,E000213-3,rep,1973-01-03,1975-01-03,MI,2,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000213,4,E000213-4,rep,1975-01-14,1977-01-03,MI,2,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000214,0,E000214-0,rep,1967-01-10,1969-01-03,PA,16,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000214,1,E000214-1,rep,1969-01-03,1971-01-03,PA,16,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000214,2,E000214-2,rep,1971-01-21,1973-01-03,PA,16,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000214,3,E000214-3,rep,1973-01-03,1975-01-03,PA,16,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000214,4,E000214-4,rep,1975-01-14,1977-01-03,PA,16,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000215,0,E000215-0,rep,1993-01-05,1995-01-03,CA,14,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000215,1,E000215-1,rep,1995-01-04,1997-01-03,CA,14,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000215,2,E000215-2,rep,1997-01-07,1999-01-03,CA,14,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000215,3,E000215-3,rep,1999-01-06,2001-01-03,CA,14,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000215,4,E000215-4,rep,2001-01-03,2003-01-03,CA,14,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000215,5,E000215-5,rep,2003-01-07,2005-01-03,CA,14,NULL,Democrat,"Not Given",http://www-eshoo.house.gov,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000215,6,E000215-6,rep,2005-01-04,2007-01-03,CA,14,NULL,Democrat,"Not Given",http://www-eshoo.house.gov,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000215,7,E000215-7,rep,2007-01-04,2009-01-03,CA,14,NULL,Democrat,"Not Given",http://eshoo.house.gov,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000215,8,E000215-8,rep,2009-01-06,2011-01-03,CA,14,NULL,Democrat,"Not Given",http://eshoo.house.gov,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000215,9,E000215-9,rep,2011-01-05,2013-01-03,CA,14,NULL,Democrat,"Not Given",http://eshoo.house.gov,"205 Cannon HOB; Washington DC 20515-0514",202-225-8104,202-225-8890,https://forms.house.gov/eshoo/webforms/issue_subscribe.htm,"205 Cannon House Office Building","Not Given","Not Given","Not Given"
E000215,10,E000215-10,rep,2013-01-03,2015-01-03,CA,18,NULL,Democrat,"Not Given",http://eshoo.house.gov,"241 Cannon HOB; Washington DC 20515-0518",202-225-8104,202-225-8890,https://eshoo.house.gov/email-me/,"241 Cannon House Office Building","Not Given",http://eshoo.house.gov/index.php?format=feed&amp;type=rss,"Not Given"
E000215,11,E000215-11,rep,2015-01-06,2017-01-03,CA,18,NULL,Democrat,"Not Given",http://eshoo.house.gov,"241 Cannon HOB; Washington DC 20515-0518",202-225-8104,202-225-8890,https://eshoo.house.gov/email-me/,"241 Cannon House Office Building","Not Given",http://eshoo.house.gov/index.php?format=feed&amp;type=rss,"Not Given"
E000215,12,E000215-12,rep,2017-01-03,2019-01-03,CA,18,NULL,Democrat,"Not Given",http://eshoo.house.gov,"241 Cannon House Office Building; Washington DC 20515-0518",202-225-8104,202-225-8890,"Not Given","241 Cannon House Office Building","Not Given",http://eshoo.house.gov/index.php?format=feed&amp;type=rss,"Not Given"
E000215,13,E000215-13,rep,2019-01-03,2021-01-03,CA,18,NULL,Democrat,"Not Given",https://eshoo.house.gov,"202 Cannon House Office Building; Washington DC 20515-0518",202-225-8104,"Not Given","Not Given","202 Cannon House Office Building","Not Given",http://eshoo.house.gov/index.php?format=feed&amp;type=rss,"Not Given"
E000216,0,E000216-0,rep,1925-12-07,1927-03-04,TN,7,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000216,1,E000216-1,rep,1927-12-05,1929-03-03,TN,7,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000216,2,E000216-2,rep,1929-04-15,1931-03-03,TN,7,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000216,3,E000216-3,rep,1931-12-07,1933-03-03,TN,7,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000217,0,E000217-0,rep,1931-12-07,1933-03-03,TN,7,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000218,0,E000218-0,rep,1987-01-06,1989-01-03,MS,2,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000218,1,E000218-1,rep,1989-01-03,1991-01-03,MS,2,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000218,2,E000218-2,rep,1991-01-03,1993-01-03,MS,2,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000218,3,E000218-3,rep,1993-01-05,1993-01-22,MS,2,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000219,0,E000219-0,rep,1917-04-02,1919-03-03,MO,10,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000220,0,E000220-0,rep,1859-12-05,1861-03-03,NE,-1,NULL,,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000221,0,E000221-0,rep,1927-12-05,1929-03-03,PA,35,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000221,1,E000221-1,rep,1929-04-15,1931-03-03,PA,35,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000221,2,E000221-2,rep,1931-12-07,1933-03-03,PA,35,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000222,0,E000222-0,rep,1925-12-07,1927-03-04,PA,14,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000222,1,E000222-1,rep,1929-04-15,1931-03-03,PA,14,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000223,0,E000223-0,rep,1825-12-05,1827-03-03,VA,22,NULL,Adams,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000224,0,E000224-0,rep,1907-12-02,1909-03-03,LA,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000224,1,E000224-1,rep,1909-03-15,1911-03-03,LA,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000224,2,E000224-2,rep,1911-04-04,1913-03-03,LA,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000224,3,E000224-3,rep,1913-04-07,1915-03-03,LA,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000224,4,E000224-4,rep,1915-12-06,1917-03-03,LA,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000224,5,E000224-5,rep,1917-04-02,1919-03-03,LA,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000224,6,E000224-6,rep,1919-05-19,1921-03-03,LA,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000225,0,E000225-0,rep,1871-03-04,1873-03-03,MA,7,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000226,0,E000226-0,rep,1997-01-07,1999-01-03,NC,2,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000226,1,E000226-1,rep,1999-01-06,2001-01-03,NC,2,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000226,2,E000226-2,rep,2001-01-03,2003-01-03,NC,2,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000226,3,E000226-3,rep,2003-01-07,2005-01-03,NC,2,NULL,Democrat,"Not Given",http://www.house.gov/etheridge,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000226,4,E000226-4,rep,2005-01-04,2007-01-03,NC,2,NULL,Democrat,"Not Given",http://www.house.gov/etheridge,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000226,5,E000226-5,rep,2007-01-04,2009-01-03,NC,2,NULL,Democrat,"Not Given",http://www.house.gov/etheridge,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000226,6,E000226-6,rep,2009-01-06,2011-01-03,NC,2,NULL,Democrat,"Not Given",http://www.house.gov/etheridge,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000227,0,E000227-0,rep,1853-12-05,1855-03-03,TN,9,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000227,1,E000227-1,rep,1855-12-03,1857-03-03,TN,9,NULL,American,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000227,2,E000227-2,rep,1859-12-05,1861-03-03,TN,9,NULL,"Ind. Republican-Democrat","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000228,0,E000228-0,rep,1855-12-03,1857-03-03,LA,1,NULL,American,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000228,1,E000228-1,rep,1857-12-07,1859-03-03,LA,1,NULL,American,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000229,0,E000229-0,sen,1876-01-01,1879-03-03,LA,NULL,3,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000229,1,E000229-1,sen,1885-12-07,1891-03-03,LA,NULL,3,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000230,0,E000230-0,rep,1801-12-07,1803-03-03,MA,8,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000230,1,E000230-1,rep,1803-10-17,1805-03-03,MA,1,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000230,2,E000230-2,rep,1819-12-06,1821-03-03,MA,13,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000230,3,E000230-3,rep,1821-12-03,1823-03-03,MA,13,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000231,0,E000231-0,rep,1847-12-06,1849-03-03,MD,5,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000231,1,E000231-1,rep,1849-12-03,1851-03-03,MD,5,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000231,2,E000231-2,rep,1851-12-01,1853-03-03,MD,5,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000232,0,E000232-0,rep,1901-12-02,1903-03-03,PA,20,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000232,1,E000232-1,rep,1903-11-09,1905-03-03,PA,19,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000233,0,E000233-0,rep,1977-01-04,1979-01-03,GA,8,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000233,1,E000233-1,rep,1979-01-15,1981-01-03,GA,8,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000233,2,E000233-2,rep,1981-01-05,1983-01-03,GA,8,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000234,0,E000234-0,rep,1919-05-19,1921-03-03,NV,0,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000236,0,E000236-0,sen,1983-09-08,1989-01-03,WA,NULL,1,Republican,appointment,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000237,0,E000237-0,rep,1827-12-03,1829-03-03,NY,-1,NULL,,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000238,0,E000238-0,rep,1813-05-24,1815-03-03,SC,5,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000239,0,E000239-0,rep,1975-01-14,1977-01-03,IN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000239,1,E000239-1,rep,1977-01-04,1979-01-03,IN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000239,2,E000239-2,rep,1979-01-15,1981-01-03,IN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000239,3,E000239-3,rep,1981-01-05,1983-01-03,IN,6,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000240,0,E000240-0,rep,1965-01-04,1967-01-03,CO,3,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000240,1,E000240-1,rep,1967-01-10,1969-01-03,CO,3,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000240,2,E000240-2,rep,1969-01-03,1971-01-03,CO,3,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000240,3,E000240-3,rep,1971-01-21,1973-01-03,CO,3,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000240,4,E000240-4,rep,1973-01-03,1975-01-03,CO,3,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000240,5,E000240-5,rep,1975-01-14,1977-01-03,CO,3,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000240,6,E000240-6,rep,1977-01-04,1979-01-03,CO,3,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000241,0,E000241-0,rep,1829-12-07,1831-03-03,ME,4,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000241,1,E000241-1,rep,1831-12-05,1833-03-03,ME,4,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000241,2,E000241-2,rep,1833-12-02,1835-03-03,ME,4,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000241,3,E000241-3,rep,1835-12-07,1837-03-03,ME,4,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000241,4,E000241-4,rep,1837-09-04,1839-03-03,ME,4,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000241,5,E000241-5,rep,1839-12-02,1841-03-03,ME,4,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000241,6,E000241-6,sen,1841-05-31,1847-03-03,ME,NULL,2,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000242,0,E000242-0,rep,1889-12-02,1891-03-03,TN,3,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000243,0,E000243-0,rep,1923-12-03,1925-03-03,IA,8,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000244,0,E000244-0,rep,1877-10-15,1879-03-03,PA,7,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000244,1,E000244-1,rep,1883-12-03,1885-03-03,PA,7,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000244,2,E000244-2,rep,1885-12-07,1887-03-03,PA,7,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000245,0,E000245-0,rep,1875-12-06,1877-03-03,IN,11,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000245,1,E000245-1,rep,1877-10-15,1879-03-03,IN,11,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000247,0,E000247-0,rep,1913-04-07,1915-03-03,MT,-1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000247,1,E000247-1,rep,1915-12-06,1917-03-03,MT,-1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000247,2,E000247-2,rep,1917-04-02,1919-03-03,MT,-1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000247,3,E000247-3,rep,1919-05-19,1921-03-03,MT,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000247,4,E000247-4,rep,1923-12-03,1925-03-03,MT,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000247,5,E000247-5,rep,1925-12-07,1927-03-04,MT,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000247,6,E000247-6,rep,1927-12-05,1929-03-03,MT,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000247,7,E000247-7,rep,1929-04-15,1931-03-03,MT,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000247,8,E000247-8,rep,1931-12-07,1933-03-03,MT,1,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000248,0,E000248-0,rep,1829-12-07,1831-03-03,PA,4,NULL,Jackson,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000248,1,E000248-1,rep,1831-12-05,1833-03-03,PA,4,NULL,Jackson,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000249,0,E000249-0,sen,1853-12-05,1859-03-03,SC,NULL,2,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000250,0,E000250-0,rep,1983-01-03,1985-01-03,IL,17,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000250,1,E000250-1,rep,1985-01-03,1987-01-03,IL,17,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000250,2,E000250-2,rep,1987-01-06,1989-01-03,IL,17,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000250,3,E000250-3,rep,1989-01-03,1991-01-03,IL,17,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000250,4,E000250-4,rep,1991-01-03,1993-01-03,IL,17,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000250,5,E000250-5,rep,1993-01-05,1995-01-03,IL,17,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000250,6,E000250-6,rep,1995-01-04,1997-01-03,IL,17,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000250,7,E000250-7,rep,1997-01-07,1999-01-03,IL,17,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000250,8,E000250-8,rep,1999-01-06,2001-01-03,IL,17,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000250,9,E000250-9,rep,2001-01-03,2003-01-03,IL,17,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000250,10,E000250-10,rep,2003-01-07,2005-01-03,IL,17,NULL,Democrat,"Not Given",http://www.house.gov/evans,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000250,11,E000250-11,rep,2005-01-04,2007-01-03,IL,17,NULL,Democrat,"Not Given",http://www.house.gov/evans,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000251,0,E000251-0,rep,1855-12-03,1857-03-03,TX,1,NULL,American,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000252,0,E000252-0,rep,1911-04-04,1913-03-03,IL,9,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000253,0,E000253-0,rep,1935-01-03,1937-01-03,NY,5,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000253,1,E000253-1,rep,1937-01-05,1939-01-03,NY,5,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000253,2,E000253-2,rep,1939-01-03,1941-01-03,NY,5,NULL,Democrat,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000254,0,E000254-0,rep,1979-01-15,1981-01-03,VI,0,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000255,0,E000255-0,rep,1847-12-06,1849-03-03,OH,14,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000255,1,E000255-1,rep,1849-12-03,1851-03-03,OH,14,NULL,Whig,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000256,0,E000256-0,rep,1919-05-19,1921-03-03,NE,3,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000256,1,E000256-1,rep,1921-04-11,1923-03-03,NE,3,NULL,Republican,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000257,0,E000257-0,rep,1797-05-15,1799-03-03,VA,12,NULL,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
E000257,1,E000257-1,rep,1799-12-02,1801-03-03,VA,12,NULL,Federalist,"Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given","Not Given"
